Timestamp,Conductivity (uS/cm),Specific Conductance (uS/cm),Temperature (C)
10/1/2016 11:50,91.9,97.5,22
10/1/2016 11:50,91.9,97.5,22
10/1/2016 11:50,91.9,97.5,22
10/1/2016 11:50,91.9,97.5,22
10/1/2016 11:50,91.8,97.4,22
10/1/2016 11:50,91.9,97.4,22
10/1/2016 11:51,91.9,97.5,22
10/1/2016 11:51,91.9,97.5,22
10/1/2016 11:51,91.9,97.5,22
10/1/2016 11:51,91.9,97.5,22
10/1/2016 11:51,91.9,97.4,22
10/1/2016 11:51,91.9,97.5,22
10/1/2016 11:51,91.9,97.4,22
10/1/2016 11:51,91.9,97.4,22
10/1/2016 11:51,91.9,97.5,22
10/1/2016 11:51,91.9,97.5,22
10/1/2016 11:51,92,97.5,22
10/1/2016 11:51,92,97.5,22
10/1/2016 11:51,91.9,97.5,22
10/1/2016 11:51,91.9,97.5,22
10/1/2016 11:51,91.9,97.5,22
10/1/2016 11:51,92,97.5,22
10/1/2016 11:51,92,97.5,22
10/1/2016 11:51,92,97.5,22
10/1/2016 11:51,92,97.5,22
10/1/2016 11:51,92,97.5,22
10/1/2016 11:51,92,97.5,22
10/1/2016 11:51,92,97.5,22
10/1/2016 11:51,92,97.5,22
10/1/2016 11:51,92,97.5,22
10/1/2016 11:51,92,97.6,22
10/1/2016 11:51,92,97.5,22
10/1/2016 11:51,92,97.5,22
10/1/2016 11:51,92,97.5,22
10/1/2016 11:51,92,97.5,22
10/1/2016 11:51,92,97.5,22
10/1/2016 11:51,92,97.6,22
10/1/2016 11:51,92,97.6,22
10/1/2016 11:51,92,97.6,22
10/1/2016 11:51,91.7,97.2,22
10/1/2016 11:51,91.5,97,22
10/1/2016 11:51,91.8,97.3,22
10/1/2016 11:51,91.9,97.4,22
10/1/2016 11:51,91.9,97.5,22
10/1/2016 11:51,91.9,97.5,22
10/1/2016 11:51,92,97.5,22
10/1/2016 11:51,92,97.6,22
10/1/2016 11:51,92,97.6,22
10/1/2016 11:51,92,97.6,22
10/1/2016 11:51,92,97.5,22
10/1/2016 11:51,92,97.5,22
10/1/2016 11:51,92,97.6,22
10/1/2016 11:51,92,97.6,22
10/1/2016 11:51,91.9,97.4,22
10/1/2016 11:51,91.8,97.4,22
10/1/2016 11:51,91.9,97.5,22
10/1/2016 11:51,92,97.5,22
10/1/2016 11:51,92,97.6,22
10/1/2016 11:51,92,97.6,22
10/1/2016 11:51,92,97.6,22
10/1/2016 11:51,92,97.6,22
10/1/2016 11:51,92,97.6,22
10/1/2016 11:51,92,97.6,22
10/1/2016 11:51,92,97.6,22
10/1/2016 11:51,92,97.6,22
10/1/2016 11:51,92,97.6,22
10/1/2016 11:52,92,97.6,22
10/1/2016 11:52,92,97.6,22
10/1/2016 11:52,92,97.6,22
10/1/2016 11:52,92,97.6,22
10/1/2016 11:52,92,97.6,22
10/1/2016 11:52,92,97.6,22
10/1/2016 11:52,92,97.5,22
10/1/2016 11:52,92,97.6,22
10/1/2016 11:52,92.1,97.7,22
10/1/2016 11:52,91.9,97.4,22
10/1/2016 11:52,91.9,97.5,22
10/1/2016 11:52,92,97.5,22
10/1/2016 11:52,92,97.5,22
10/1/2016 11:52,92,97.6,22
10/1/2016 11:52,92.1,97.6,22
10/1/2016 11:52,92.1,97.6,22
10/1/2016 11:52,92.1,97.6,22
10/1/2016 11:52,92,97.6,22
10/1/2016 11:52,92,97.6,22
10/1/2016 11:52,92,97.6,22
10/1/2016 11:52,92.1,97.6,22
10/1/2016 11:52,92.1,97.7,22
10/1/2016 11:52,92.1,97.7,22
10/1/2016 11:52,92.1,97.7,22
10/1/2016 11:52,92.1,97.7,22
10/1/2016 11:52,92,97.5,22
10/1/2016 11:52,92,97.6,22
10/1/2016 11:52,92.1,97.6,22
10/1/2016 11:52,92.1,97.6,22
10/1/2016 11:52,92.1,97.6,22
10/1/2016 11:52,92.1,97.6,22
10/1/2016 11:52,92.1,97.7,22
10/1/2016 11:52,92.1,97.7,22
10/1/2016 11:52,92.1,97.6,22
10/1/2016 11:52,92,97.6,22
10/1/2016 11:52,92,97.6,22
10/1/2016 11:52,92,97.6,22
10/1/2016 11:52,92.1,97.6,22
10/1/2016 11:52,92.1,97.6,22
10/1/2016 11:52,92.1,97.7,22
10/1/2016 11:52,92.1,97.7,22
10/1/2016 11:52,92.1,97.7,22
10/1/2016 11:52,92.1,97.7,22
10/1/2016 11:52,92.1,97.7,22
10/1/2016 11:52,92.1,97.7,22
10/1/2016 11:52,92.1,97.7,22
10/1/2016 11:52,92.1,97.7,22
10/1/2016 11:52,92.1,97.7,22
10/1/2016 11:52,92.1,97.7,22
10/1/2016 11:52,92.1,97.7,22
10/1/2016 11:52,92.1,97.6,22
10/1/2016 11:52,92.1,97.7,22
10/1/2016 11:52,92.1,97.7,22
10/1/2016 11:52,92.1,97.7,22
10/1/2016 11:52,92.1,97.7,22
10/1/2016 11:52,92,97.6,22
10/1/2016 11:52,92,97.6,22
10/1/2016 11:52,92.1,97.6,22
10/1/2016 11:52,92.1,97.7,22
10/1/2016 11:52,92.1,97.7,22
10/1/2016 11:53,92.1,97.7,22
10/1/2016 11:53,92.1,97.7,22
10/1/2016 11:53,92.1,97.7,22
10/1/2016 11:53,92.1,97.7,22
10/1/2016 11:53,92.1,97.7,22
10/1/2016 11:53,92,97.6,22
10/1/2016 11:53,92.1,97.7,22
10/1/2016 11:53,92.1,97.7,22
10/1/2016 11:53,92.1,97.6,22
10/1/2016 11:53,92.1,97.7,22
10/1/2016 11:53,92.1,97.7,22
10/1/2016 11:53,92.1,97.7,22
10/1/2016 11:53,92.1,97.7,22
10/1/2016 11:53,92.1,97.7,22
10/1/2016 11:53,92.1,97.7,22
10/1/2016 11:53,92.1,97.7,22
10/1/2016 11:53,92,97.6,22
10/1/2016 11:53,92,97.6,22
10/1/2016 11:53,91.9,97.5,22
10/1/2016 11:53,92,97.6,22
10/1/2016 11:53,92.1,97.6,22
10/1/2016 11:53,92.1,97.7,22
10/1/2016 11:53,92,97.6,22
10/1/2016 11:53,92,97.6,22
10/1/2016 11:53,92.1,97.6,22
10/1/2016 11:53,92.1,97.6,22
10/1/2016 11:53,92.1,97.7,22
10/1/2016 11:53,92.1,97.7,22
10/1/2016 11:53,92.1,97.7,22
10/1/2016 11:53,92.1,97.6,22
10/1/2016 11:53,92.1,97.7,22
10/1/2016 11:53,92.1,97.7,22
10/1/2016 11:53,92.1,97.7,22
10/1/2016 11:53,92.1,97.7,22
10/1/2016 11:53,92.1,97.7,22
10/1/2016 11:53,92.2,97.7,22
10/1/2016 11:53,92.1,97.7,22
10/1/2016 11:53,92.1,97.7,22
10/1/2016 11:53,92.1,97.7,22
10/1/2016 11:53,92.1,97.7,22
10/1/2016 11:53,92.1,97.7,22
10/1/2016 11:53,92.2,97.7,22
10/1/2016 11:53,92.2,97.8,22
10/1/2016 11:53,92.2,97.8,22
10/1/2016 11:53,92.2,97.8,22
10/1/2016 11:53,92.2,97.8,22
10/1/2016 11:53,92.2,97.8,22
10/1/2016 11:53,92.2,97.7,22
10/1/2016 11:53,91.5,97,22
10/1/2016 11:53,91.9,97.4,22
10/1/2016 11:53,92.1,97.6,22
10/1/2016 11:53,92.2,97.7,22
10/1/2016 11:53,92.2,97.8,22
10/1/2016 11:53,92,97.6,22
10/1/2016 11:53,92,97.5,22
10/1/2016 11:53,92.1,97.6,22
10/1/2016 11:53,92.1,97.6,22
10/1/2016 11:53,92.1,97.7,22
10/1/2016 11:53,92.2,97.7,22
10/1/2016 11:53,92.2,97.7,22
10/1/2016 11:54,92.2,97.7,22
10/1/2016 11:54,92.2,97.7,22
10/1/2016 11:54,92.2,97.8,22
10/1/2016 11:54,92.2,97.8,22
10/1/2016 11:54,92.3,97.8,22
10/1/2016 11:54,92.2,97.7,22
10/1/2016 11:54,92.3,97.8,22
10/1/2016 11:54,92.3,97.8,22
10/1/2016 11:54,92.3,97.8,22
10/1/2016 11:54,92.2,97.8,22
10/1/2016 11:54,92.2,97.8,22
10/1/2016 11:54,92.2,97.8,22
10/1/2016 11:54,92.3,97.8,22
10/1/2016 11:54,92.3,97.8,22
10/1/2016 11:54,92.3,97.8,22
10/1/2016 11:54,92.3,97.8,22
10/1/2016 11:54,92,97.6,22
10/1/2016 11:54,92.1,97.7,22
10/1/2016 11:54,92.2,97.7,22
10/1/2016 11:54,92,97.5,22
10/1/2016 11:54,92.1,97.7,22
10/1/2016 11:54,92.2,97.7,22
10/1/2016 11:54,92.2,97.8,22
10/1/2016 11:54,92.3,97.8,22
10/1/2016 11:54,92.3,97.8,22
10/1/2016 11:54,92.3,97.8,22
10/1/2016 11:54,92.3,97.8,22
10/1/2016 11:54,92.2,97.8,22
10/1/2016 11:54,92.2,97.8,22
10/1/2016 11:54,92.3,97.8,22
10/1/2016 11:54,92.3,97.8,22
10/1/2016 11:54,92.3,97.8,22
10/1/2016 11:54,92.3,97.8,22
10/1/2016 11:54,92.3,97.8,22
10/1/2016 11:54,92.2,97.8,22
10/1/2016 11:54,92.3,97.8,22
10/1/2016 11:54,92.3,97.8,22
10/1/2016 11:54,92.2,97.7,22
10/1/2016 11:54,92.1,97.7,22
10/1/2016 11:54,92.2,97.7,22
10/1/2016 11:54,92.2,97.8,22
10/1/2016 11:54,92.2,97.8,22
10/1/2016 11:54,92.3,97.8,22
10/1/2016 11:54,92.3,97.8,22
10/1/2016 11:54,92.3,97.8,22
10/1/2016 11:54,92.2,97.8,22
10/1/2016 11:54,92.2,97.8,22
10/1/2016 11:54,92.2,97.8,22
10/1/2016 11:54,92.2,97.8,22
10/1/2016 11:54,92.3,97.8,22
10/1/2016 11:54,92.3,97.8,22
10/1/2016 11:54,92.3,97.8,22
10/1/2016 11:54,92.3,97.9,22
10/1/2016 11:54,92.3,97.8,22
10/1/2016 11:54,92.3,97.9,22
10/1/2016 11:54,92.3,97.9,22
10/1/2016 11:54,92.3,97.9,22
10/1/2016 11:54,92.3,97.9,22
10/1/2016 11:54,92.3,97.9,22
10/1/2016 11:54,92.3,97.9,22
10/1/2016 11:55,92.3,97.8,22
10/1/2016 11:55,92.3,97.8,22
10/1/2016 11:55,92.2,97.8,22
10/1/2016 11:55,92.2,97.8,22
10/1/2016 11:55,92,97.6,22
10/1/2016 11:55,91.9,97.5,22
10/1/2016 11:55,92,97.5,22
10/1/2016 11:55,92.1,97.7,22
10/1/2016 11:55,92.2,97.8,22
10/1/2016 11:55,92.3,97.9,22
10/1/2016 11:55,92.3,97.9,22
10/1/2016 11:55,92.3,97.9,22
10/1/2016 11:55,92.3,97.9,22
10/1/2016 11:55,92.3,97.9,22
10/1/2016 11:55,92.3,97.9,22
10/1/2016 11:55,92.3,97.9,22
10/1/2016 11:55,92.3,97.9,22
10/1/2016 11:55,92.3,97.9,22
10/1/2016 11:55,92.3,97.9,22
10/1/2016 11:55,92.3,97.9,22
10/1/2016 11:55,92.3,97.9,22
10/1/2016 11:55,92.3,97.9,22
10/1/2016 11:55,92.3,97.9,22
10/1/2016 11:55,92.3,97.9,22
10/1/2016 11:55,92.3,97.9,22
10/1/2016 11:55,92.3,97.9,22
10/1/2016 11:55,92.4,97.9,22
10/1/2016 11:55,92.4,98,22
10/1/2016 11:55,92.4,98,22
10/1/2016 11:55,92.3,97.9,22
10/1/2016 11:55,92.3,97.9,22
10/1/2016 11:55,92.3,97.9,22
10/1/2016 11:55,92.3,97.9,22
10/1/2016 11:55,92.4,97.9,22
10/1/2016 11:55,92.4,97.9,22
10/1/2016 11:55,92.3,97.9,22
10/1/2016 11:55,92.3,97.9,22
10/1/2016 11:55,92.2,97.8,22
10/1/2016 11:55,92.2,97.8,22
10/1/2016 11:55,92.2,97.8,22
10/1/2016 11:55,92.3,97.9,22
10/1/2016 11:55,92.3,97.9,22
10/1/2016 11:55,92.3,97.9,22
10/1/2016 11:55,92.3,97.9,22
10/1/2016 11:55,92.3,97.9,22
10/1/2016 11:55,92.4,98,22
10/1/2016 11:55,92.3,97.9,22
10/1/2016 11:55,92.3,97.9,22
10/1/2016 11:55,92.3,97.9,22
10/1/2016 11:55,92.3,97.9,22
10/1/2016 11:55,92.3,97.9,22
10/1/2016 11:55,92.4,97.9,22
10/1/2016 11:55,92.4,98,22
10/1/2016 11:55,92.4,97.9,22
10/1/2016 11:55,92.4,98,22
10/1/2016 11:55,92.4,98,22
10/1/2016 11:55,92.3,97.9,22
10/1/2016 11:55,92.4,98,22
10/1/2016 11:55,92.4,98,22
10/1/2016 11:55,92.4,98,22
10/1/2016 11:56,92.4,98,22
10/1/2016 11:56,92.4,98,22
10/1/2016 11:56,92.4,98,22
10/1/2016 11:56,92.4,98,22
10/1/2016 11:56,92.4,98,22
10/1/2016 11:56,92.4,98,22
10/1/2016 11:56,92.4,98,22
10/1/2016 11:56,92.4,98,22
10/1/2016 11:56,92.4,98,22
10/1/2016 11:56,92.4,98,22
10/1/2016 11:56,92.4,98,22
10/1/2016 11:56,92.4,98,22
10/1/2016 11:56,92.4,97.9,22
10/1/2016 11:56,92.4,98,22
10/1/2016 11:56,92.4,98,22
10/1/2016 11:56,92.4,98,22
10/1/2016 11:56,92.4,98,22
10/1/2016 11:56,92.4,98,22
10/1/2016 11:56,92.4,98,22
10/1/2016 11:56,92.4,98,22
10/1/2016 11:56,92.4,98,22
10/1/2016 11:56,92.4,98,22
10/1/2016 11:56,92.4,98,22
10/1/2016 11:56,92.4,98,22
10/1/2016 11:56,92.4,98,22
10/1/2016 11:56,92.4,98,22
10/1/2016 11:56,92.4,98,22
10/1/2016 11:56,92.4,98,22
10/1/2016 11:56,92.4,98,22
10/1/2016 11:56,92.5,98,22
10/1/2016 11:56,92.4,98,22
10/1/2016 11:56,92.4,98,22
10/1/2016 11:56,92.4,98,22
10/1/2016 11:56,92.5,98,22
10/1/2016 11:56,92.4,98,22
10/1/2016 11:56,92.4,98,22
10/1/2016 11:56,92.4,98,22
10/1/2016 11:56,92.4,98,22
10/1/2016 11:56,92.2,97.8,22
10/1/2016 11:56,92.1,97.7,22
10/1/2016 11:56,92.3,97.9,22
10/1/2016 11:56,92.4,98,22
10/1/2016 11:56,92.5,98,22
10/1/2016 11:56,92.5,98,22
10/1/2016 11:56,92.4,98,22
10/1/2016 11:56,92.4,98,22
10/1/2016 11:56,92.4,98,22
10/1/2016 11:56,92.5,98,22
10/1/2016 11:56,92.4,98,22
10/1/2016 11:56,92.4,97.9,22
10/1/2016 11:56,92.3,97.9,22
10/1/2016 11:56,92.3,97.8,22
10/1/2016 11:56,92.3,97.8,22
10/1/2016 11:56,92.2,97.8,22
10/1/2016 11:56,92.3,97.9,22
10/1/2016 11:56,92.4,97.9,22
10/1/2016 11:56,92.4,98,22
10/1/2016 11:56,92.5,98,22
10/1/2016 11:56,92.5,98,22
10/1/2016 11:56,92.5,98.1,22
10/1/2016 11:57,92.5,98.1,22
10/1/2016 11:57,92.5,98,22
10/1/2016 11:57,92.5,98,22
10/1/2016 11:57,92.5,98.1,22
10/1/2016 11:57,92.5,98.1,22
10/1/2016 11:57,92.5,98,22
10/1/2016 11:57,92.4,98,22
10/1/2016 11:57,92.5,98,22
10/1/2016 11:57,92.4,98,22
10/1/2016 11:57,92.4,98,22
10/1/2016 11:57,92.5,98,22
10/1/2016 11:57,92.5,98.1,22
10/1/2016 11:57,92.5,98.1,22
10/1/2016 11:57,92.5,98.1,22
10/1/2016 11:57,92.5,98,22
10/1/2016 11:57,92.5,98.1,22
10/1/2016 11:57,92.5,98.1,22
10/1/2016 11:57,92.6,98.1,22
10/1/2016 11:57,92.5,98.1,22
10/1/2016 11:57,92.5,98.1,22
10/1/2016 11:57,92.5,98.1,22
10/1/2016 11:57,92.4,98,22
10/1/2016 11:57,92.4,98,22
10/1/2016 11:57,92.5,98,22
10/1/2016 11:57,92.5,98.1,22
10/1/2016 11:57,92.5,98.1,22
10/1/2016 11:57,92.6,98.1,22
10/1/2016 11:57,92.5,98.1,22
10/1/2016 11:57,92.5,98.1,22
10/1/2016 11:57,92.4,98,22
10/1/2016 11:57,92.5,98.1,22
10/1/2016 11:57,92.5,98,22
10/1/2016 11:57,92.5,98.1,22
10/1/2016 11:57,92.5,98.1,22
10/1/2016 11:57,92.5,98.1,22
10/1/2016 11:57,92.5,98.1,22
10/1/2016 11:57,92.5,98.1,22
10/1/2016 11:57,92.5,98.1,22
10/1/2016 11:57,92.6,98.1,22
10/1/2016 11:57,92.6,98.1,22
10/1/2016 11:57,92.6,98.1,22
10/1/2016 11:57,92.6,98.1,22
10/1/2016 11:57,92.6,98.1,22
10/1/2016 11:57,92.6,98.1,22
10/1/2016 11:57,92.6,98.1,22
10/1/2016 11:57,92.6,98.2,22
10/1/2016 11:57,92.6,98.2,22
10/1/2016 11:57,92.6,98.2,22
10/1/2016 11:57,92.5,98.1,22
10/1/2016 11:57,92.5,98,22
10/1/2016 11:57,92.5,98,22
10/1/2016 11:57,92.6,98.1,22
10/1/2016 11:57,92.6,98.1,22
10/1/2016 11:57,92.6,98.1,22
10/1/2016 11:57,92.6,98.1,22
10/1/2016 11:57,92.6,98.1,22
10/1/2016 11:57,92.6,98.2,22
10/1/2016 11:57,92.7,98.2,22
10/1/2016 11:57,92.6,98.1,22
10/1/2016 11:57,92.6,98.1,22.1
10/1/2016 11:58,92.6,98.2,22.1
10/1/2016 11:58,92.7,98.2,22.1
10/1/2016 11:58,92.7,98.2,22.1
10/1/2016 11:58,92.7,98.2,22.1
10/1/2016 11:58,92.7,98.2,22.1
10/1/2016 11:58,92.7,98.2,22.1
10/1/2016 11:58,92.7,98.2,22.1
10/1/2016 11:58,92.7,98.2,22.1
10/1/2016 11:58,92.7,98.2,22.1
10/1/2016 11:58,92.6,98.2,22.1
10/1/2016 11:58,92.6,98.2,22.1
10/1/2016 11:58,92.6,98.2,22.1
10/1/2016 11:58,92.7,98.2,22.1
10/1/2016 11:58,92.7,98.2,22.1
10/1/2016 11:58,92.7,98.2,22.1
10/1/2016 11:58,92.7,98.2,22.1
10/1/2016 11:58,92.7,98.2,22.1
10/1/2016 11:58,92.7,98.2,22.1
10/1/2016 11:58,92.6,98.2,22.1
10/1/2016 11:58,92.7,98.2,22.1
10/1/2016 11:58,92.7,98.2,22.1
10/1/2016 11:58,92.6,98.1,22.1
10/1/2016 11:58,92.7,98.2,22.1
10/1/2016 11:58,92.7,98.2,22.1
10/1/2016 11:58,92.7,98.2,22.1
10/1/2016 11:58,92.7,98.2,22.1
10/1/2016 11:58,92.7,98.2,22.1
10/1/2016 11:58,92.7,98.2,22.1
10/1/2016 11:58,92.7,98.2,22.1
10/1/2016 11:58,92.7,98.2,22.1
10/1/2016 11:58,92.7,98.2,22.1
10/1/2016 11:58,92.5,98,22.1
10/1/2016 11:58,92.6,98.1,22.1
10/1/2016 11:58,92.7,98.1,22.1
10/1/2016 11:58,92.7,98.2,22.1
10/1/2016 11:58,92.6,98.1,22.1
10/1/2016 11:58,92.6,98.1,22.1
10/1/2016 11:58,92.7,98.2,22.1
10/1/2016 11:58,92.7,98.2,22.1
10/1/2016 11:58,92.7,98.2,22.1
10/1/2016 11:58,92.7,98.2,22.1
10/1/2016 11:58,92.7,98.2,22.1
10/1/2016 11:58,92.7,98.2,22.1
10/1/2016 11:58,92.7,98.2,22.1
10/1/2016 11:58,92.8,98.3,22.1
10/1/2016 11:58,92.8,98.3,22.1
10/1/2016 11:58,92.8,98.3,22.1
10/1/2016 11:58,92.8,98.3,22.1
10/1/2016 11:58,92.7,98.2,22.1
10/1/2016 11:58,92.8,98.3,22.1
10/1/2016 11:58,92.8,98.3,22.1
10/1/2016 11:58,92.8,98.3,22.1
10/1/2016 11:58,92.8,98.3,22.1
10/1/2016 11:58,92.7,98.3,22.1
10/1/2016 11:58,92.7,98.3,22.1
10/1/2016 11:58,92.7,98.2,22.1
10/1/2016 11:58,92.7,98.2,22.1
10/1/2016 11:58,92.7,98.2,22.1
10/1/2016 11:58,92.7,98.2,22.1
10/1/2016 11:58,92.7,98.2,22.1
10/1/2016 11:59,92.7,98.3,22.1
10/1/2016 11:59,92.7,98.3,22
10/1/2016 11:59,92.7,98.3,22
10/1/2016 11:59,92.7,98.3,22
10/1/2016 11:59,92.7,98.3,22
10/1/2016 11:59,92.8,98.3,22
10/1/2016 11:59,92.8,98.3,22
10/1/2016 11:59,92.8,98.3,22
10/1/2016 11:59,92.7,98.3,22
10/1/2016 11:59,92.7,98.3,22
10/1/2016 11:59,92.7,98.3,22
10/1/2016 11:59,92.7,98.3,22
10/1/2016 11:59,92.7,98.3,22
10/1/2016 11:59,92.7,98.3,22
10/1/2016 11:59,92.7,98.3,22
10/1/2016 11:59,92.7,98.3,22
10/1/2016 11:59,92.6,98.2,22
10/1/2016 11:59,92.6,98.1,22
10/1/2016 11:59,92.7,98.2,22
10/1/2016 11:59,92.7,98.2,22
10/1/2016 11:59,92.7,98.2,22
10/1/2016 11:59,92.7,98.3,22
10/1/2016 11:59,92.7,98.3,22
10/1/2016 11:59,92.7,98.3,22
10/1/2016 11:59,92.7,98.3,22
10/1/2016 11:59,92.7,98.3,22
10/1/2016 11:59,92.7,98.3,22
10/1/2016 11:59,92.7,98.3,22
10/1/2016 11:59,92.7,98.3,22
10/1/2016 11:59,92.7,98.3,22
10/1/2016 11:59,92.8,98.3,22
10/1/2016 11:59,92.8,98.3,22
10/1/2016 11:59,92.7,98.3,22
10/1/2016 11:59,92.8,98.3,22
10/1/2016 11:59,92.8,98.4,22
10/1/2016 11:59,92.6,98.1,22
10/1/2016 11:59,92.7,98.2,22
10/1/2016 11:59,92.7,98.3,22
10/1/2016 11:59,92.7,98.3,22
10/1/2016 11:59,92.8,98.3,22
10/1/2016 11:59,92.8,98.3,22
10/1/2016 11:59,92.8,98.3,22
10/1/2016 11:59,92.8,98.3,22
10/1/2016 11:59,92.8,98.4,22
10/1/2016 11:59,92.8,98.4,22
10/1/2016 11:59,92.8,98.4,22
10/1/2016 11:59,92.8,98.3,22
10/1/2016 11:59,92.8,98.3,22
10/1/2016 11:59,92.8,98.3,22
10/1/2016 11:59,92.8,98.4,22
10/1/2016 11:59,92.8,98.4,22
10/1/2016 11:59,92.8,98.4,22
10/1/2016 11:59,92.7,98.3,22
10/1/2016 11:59,92.8,98.3,22
10/1/2016 11:59,92.8,98.4,22
10/1/2016 11:59,92.8,98.3,22
10/1/2016 11:59,92.8,98.4,22
10/1/2016 11:59,92.8,98.4,22
10/1/2016 11:59,92.8,98.3,22
10/1/2016 11:59,92.8,98.4,22
10/1/2016 12:00,92.8,98.4,22
10/1/2016 12:00,92.8,98.4,22
10/1/2016 12:00,92.8,98.4,22
10/1/2016 12:00,92.8,98.4,22
10/1/2016 12:00,92.8,98.4,22
10/1/2016 12:00,92.8,98.3,22
10/1/2016 12:00,92.8,98.4,22
10/1/2016 12:00,92.8,98.4,22
10/1/2016 12:00,92.8,98.4,22
10/1/2016 12:00,92.8,98.4,22
10/1/2016 12:00,92.8,98.4,22
10/1/2016 12:00,92.8,98.3,22
10/1/2016 12:00,92.8,98.4,22
10/1/2016 12:00,92.8,98.4,22
10/1/2016 12:00,92.8,98.4,22
10/1/2016 12:00,92.8,98.4,22
10/1/2016 12:00,92.9,98.4,22
10/1/2016 12:00,92.9,98.4,22
10/1/2016 12:00,92.9,98.4,22
10/1/2016 12:00,92.8,98.4,22
10/1/2016 12:00,92.8,98.4,22
10/1/2016 12:00,92.9,98.4,22.1
10/1/2016 12:00,92.9,98.4,22.1
10/1/2016 12:00,92.8,98.4,22.1
10/1/2016 12:00,92.8,98.4,22.1
10/1/2016 12:00,92.9,98.4,22.1
10/1/2016 12:00,92.9,98.4,22.1
10/1/2016 12:00,92.9,98.4,22.1
10/1/2016 12:00,92.9,98.4,22.1
10/1/2016 12:00,92.9,98.5,22.1
10/1/2016 12:00,92.9,98.5,22.1
10/1/2016 12:00,92.9,98.4,22.1
10/1/2016 12:00,92.9,98.4,22.1
10/1/2016 12:00,92.9,98.4,22.1
10/1/2016 12:00,92.9,98.4,22.1
10/1/2016 12:00,92.9,98.4,22.1
10/1/2016 12:00,92.9,98.4,22.1
10/1/2016 12:00,92.9,98.4,22.1
10/1/2016 12:00,92.9,98.4,22.1
10/1/2016 12:00,92.9,98.4,22.1
10/1/2016 12:00,92.9,98.4,22.1
10/1/2016 12:00,92.9,98.4,22.1
10/1/2016 12:00,92.9,98.4,22.1
10/1/2016 12:00,92.9,98.4,22.1
10/1/2016 12:00,92.9,98.4,22.1
10/1/2016 12:00,92.9,98.4,22.1
10/1/2016 12:00,92.9,98.4,22.1
10/1/2016 12:00,92.9,98.4,22.1
10/1/2016 12:00,92.9,98.4,22.1
10/1/2016 12:00,92.8,98.3,22.1
10/1/2016 12:00,92.8,98.4,22.1
10/1/2016 12:00,92.9,98.4,22.1
10/1/2016 12:00,92.8,98.3,22.1
10/1/2016 12:00,92.9,98.4,22.1
10/1/2016 12:00,92.9,98.5,22.1
10/1/2016 12:00,92.9,98.5,22.1
10/1/2016 12:00,92.9,98.5,22.1
10/1/2016 12:00,93,98.5,22.1
10/1/2016 12:00,93,98.5,22.1
10/1/2016 12:00,93,98.5,22.1
10/1/2016 12:01,93,98.5,22.1
10/1/2016 12:01,93,98.5,22.1
10/1/2016 12:01,92.9,98.5,22.1
10/1/2016 12:01,92.9,98.5,22.1
10/1/2016 12:01,92.9,98.5,22.1
10/1/2016 12:01,93,98.5,22.1
10/1/2016 12:01,93,98.5,22.1
10/1/2016 12:01,93,98.5,22.1
10/1/2016 12:01,93,98.5,22.1
10/1/2016 12:01,93,98.5,22.1
10/1/2016 12:01,93,98.5,22.1
10/1/2016 12:01,93,98.5,22.1
10/1/2016 12:01,93,98.5,22.1
10/1/2016 12:01,92.9,98.5,22.1
10/1/2016 12:01,92.9,98.4,22.1
10/1/2016 12:01,92.9,98.5,22.1
10/1/2016 12:01,93,98.5,22.1
10/1/2016 12:01,93,98.5,22.1
10/1/2016 12:01,92.9,98.5,22.1
10/1/2016 12:01,93,98.5,22.1
10/1/2016 12:01,93,98.5,22.1
10/1/2016 12:01,93,98.5,22.1
10/1/2016 12:01,93,98.5,22.1
10/1/2016 12:01,93,98.5,22.1
10/1/2016 12:01,92.9,98.5,22.1
10/1/2016 12:01,92.9,98.4,22.1
10/1/2016 12:01,93,98.5,22.1
10/1/2016 12:01,93,98.5,22.1
10/1/2016 12:01,93,98.5,22.1
10/1/2016 12:01,93,98.5,22.1
10/1/2016 12:01,93,98.5,22.1
10/1/2016 12:01,93,98.5,22.1
10/1/2016 12:01,93,98.5,22.1
10/1/2016 12:01,92.9,98.4,22.1
10/1/2016 12:01,92.8,98.3,22.1
10/1/2016 12:01,92.9,98.4,22.1
10/1/2016 12:01,93,98.5,22.1
10/1/2016 12:01,93,98.5,22.1
10/1/2016 12:01,93,98.5,22.1
10/1/2016 12:01,93,98.5,22.1
10/1/2016 12:01,93,98.5,22.1
10/1/2016 12:01,93,98.5,22.1
10/1/2016 12:01,93,98.5,22.1
10/1/2016 12:01,92.8,98.4,22.1
10/1/2016 12:01,92.9,98.4,22.1
10/1/2016 12:01,92.9,98.5,22
10/1/2016 12:01,92.9,98.5,22
10/1/2016 12:01,93,98.5,22
10/1/2016 12:01,93,98.6,22
10/1/2016 12:01,92.8,98.4,22
10/1/2016 12:01,92.9,98.4,22
10/1/2016 12:01,92.9,98.5,22
10/1/2016 12:01,92.7,98.3,22
10/1/2016 12:01,92.9,98.4,22
10/1/2016 12:01,92.9,98.5,22
10/1/2016 12:01,93,98.5,22
10/1/2016 12:01,93,98.5,22
10/1/2016 12:01,92.9,98.5,22
10/1/2016 12:01,92.9,98.5,22
10/1/2016 12:01,93,98.5,22
10/1/2016 12:02,93,98.6,22
10/1/2016 12:02,93,98.6,22
