"Timestamp","Conductivity (uS/cm)","Specific Conductance (uS/cm)","Temperature (C)","Comment","Site","Folder","Unit ID"
"10/8/2016 10:59:50","121.8","129.1","22.1","","LYON","LYON","STD"
"10/8/2016 10:59:52","121.9","129.1","22.1","","LYON","LYON","STD"
"10/8/2016 10:59:53","121.9","129.1","22.1","","LYON","LYON","STD"
"10/8/2016 10:59:54","121.9","129.1","22.1","","LYON","LYON","STD"
"10/8/2016 10:59:55","121.9","129.1","22.1","","LYON","LYON","STD"
"10/8/2016 10:59:56","121.9","129.1","22.1","","LYON","LYON","STD"
"10/8/2016 10:59:57","121.9","129.1","22.1","","LYON","LYON","STD"
"10/8/2016 10:59:58","121.9","129.1","22.1","","LYON","LYON","STD"
"10/8/2016 10:59:59","121.9","129.1","22.1","","LYON","LYON","STD"
"10/8/2016 11:00:00","121.9","129.1","22.1","","LYON","LYON","STD"
"10/8/2016 11:00:01","121.9","129.1","22.1","","LYON","LYON","STD"
"10/8/2016 11:00:02","121.9","129.1","22.1","","LYON","LYON","STD"
"10/8/2016 11:00:03","121.9","129.1","22.1","","LYON","LYON","STD"
"10/8/2016 11:00:04","121.9","129.1","22.1","","LYON","LYON","STD"
"10/8/2016 11:00:05","121.9","129.1","22.1","","LYON","LYON","STD"
"10/8/2016 11:00:06","121.9","129.1","22.1","","LYON","LYON","STD"
"10/8/2016 11:00:07","121.9","129.1","22.1","","LYON","LYON","STD"
"10/8/2016 11:00:08","121.9","129.1","22.1","","LYON","LYON","STD"
"10/8/2016 11:00:09","121.9","129.1","22.1","","LYON","LYON","STD"
"10/8/2016 11:00:10","121.9","129.1","22.1","","LYON","LYON","STD"
"10/8/2016 11:00:11","121.9","129.1","22.1","","LYON","LYON","STD"
"10/8/2016 11:00:12","122","129.1","22.1","","LYON","LYON","STD"
"10/8/2016 11:00:13","121.9","129.1","22.1","","LYON","LYON","STD"
"10/8/2016 11:00:14","121.9","129.1","22.1","","LYON","LYON","STD"
"10/8/2016 11:00:15","121.9","129.1","22.1","","LYON","LYON","STD"
"10/8/2016 11:00:16","121.9","129.1","22.1","","LYON","LYON","STD"
"10/8/2016 11:00:17","122","129.1","22.1","","LYON","LYON","STD"
"10/8/2016 11:00:18","122","129.2","22.1","","LYON","LYON","STD"
"10/8/2016 11:00:19","122","129.2","22.1","","LYON","LYON","STD"
"10/8/2016 11:00:20","122","129.2","22.1","","LYON","LYON","STD"
"10/8/2016 11:00:21","122","129.1","22.1","","LYON","LYON","STD"
"10/8/2016 11:00:22","122","129.1","22.1","","LYON","LYON","STD"
"10/8/2016 11:00:23","122","129.2","22.1","","LYON","LYON","STD"
"10/8/2016 11:00:24","122","129.2","22.1","","LYON","LYON","STD"
"10/8/2016 11:00:25","122","129.2","22.1","","LYON","LYON","STD"
"10/8/2016 11:00:26","122","129.2","22.1","","LYON","LYON","STD"
"10/8/2016 11:00:27","122","129.1","22.1","","LYON","LYON","STD"
"10/8/2016 11:00:28","122","129.1","22.1","","LYON","LYON","STD"
"10/8/2016 11:00:29","122","129.1","22.1","","LYON","LYON","STD"
"10/8/2016 11:00:30","122","129.1","22.1","","LYON","LYON","STD"
