"Timestamp","Conductivity (uS/cm)","Specific Conductance (uS/cm)","Dissolved Oxygen (mg/L)","pH_1 (Units)","Temperature (C)","Comment","Site","Folder","Unit ID"
"9/30/2017 12:04:41","221.8","229.7","6.86","6.88","23.2","","LYON","LYON","STD"
"9/30/2017 12:04:46","221.7","229.6","6.81","6.88","23.2","","LYON","LYON","STD"
"9/30/2017 12:04:51","221.9","229.8","6.76","6.88","23.2","","LYON","LYON","STD"
"9/30/2017 12:04:56","221.7","229.5","6.79","6.88","23.2","","LYON","LYON","STD"
"9/30/2017 12:05:01","221.5","229.4","6.82","6.88","23.2","","LYON","LYON","STD"
"9/30/2017 12:05:06","221.4","229.3","6.78","6.88","23.2","","LYON","LYON","STD"
"9/30/2017 12:05:11","221.3","229.1","6.75","6.88","23.2","","LYON","LYON","STD"
"9/30/2017 12:05:16","221.2","229","6.73","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:05:21","221.3","229.1","6.74","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:05:26","221.1","228.9","6.75","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:05:31","220.7","228.4","6.81","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:05:36","220.6","228.4","6.92","6.88","23.2","","LYON","LYON","STD"
"9/30/2017 12:05:41","220.5","228.3","6.94","6.88","23.2","","LYON","LYON","STD"
"9/30/2017 12:05:46","220.5","228.3","6.94","6.88","23.2","","LYON","LYON","STD"
"9/30/2017 12:05:51","220.5","228.3","6.96","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:05:56","220.4","228.2","6.95","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:06:01","220.4","228.2","6.95","6.88","23.2","","LYON","LYON","STD"
"9/30/2017 12:06:06","220.3","228.2","6.91","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:06:11","220.1","227.9","6.86","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:06:16","219.8","227.6","6.86","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:06:21","220","227.7","6.85","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:06:26","219.8","227.6","6.83","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:06:31","219.7","227.5","6.81","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:06:36","219.5","227.3","6.85","6.88","23.2","","LYON","LYON","STD"
"9/30/2017 12:06:41","219.3","227.1","6.84","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:06:46","218.9","226.8","6.8","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:06:51","219.1","226.9","6.75","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:06:56","219","226.7","6.74","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:07:01","218.9","226.7","6.78","6.88","23.2","","LYON","LYON","STD"
"9/30/2017 12:07:06","219.2","227","6.83","6.88","23.2","","LYON","LYON","STD"
"9/30/2017 12:07:11","219","226.8","6.84","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:07:16","219.2","227","6.89","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:07:21","218.7","226.5","6.93","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:07:26","218.6","226.3","6.92","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:07:31","218.3","226.1","6.91","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:07:36","218.3","226","6.91","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:07:41","218.3","226","6.9","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:07:46","217.8","225.5","6.88","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:07:51","217.4","225.2","6.87","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:07:56","217.2","224.9","6.83","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:08:01","217.1","224.8","6.79","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:08:06","217.3","225.1","6.73","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:08:11","217.4","225.1","6.73","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:08:16","217","224.7","6.75","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:08:21","216.7","224.4","6.8","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:08:26","216.7","224.4","6.84","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:08:31","216.8","224.5","6.82","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:08:36","216.6","224.3","6.8","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:08:41","216.3","224","6.78","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:08:46","216.1","223.8","6.74","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:08:51","216.1","223.8","6.71","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:08:56","215.9","223.6","6.7","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:09:01","215.8","223.5","6.68","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:09:06","215.6","223.2","6.71","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:09:11","215.5","223.2","6.75","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:09:16","215.5","223.1","6.78","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:09:21","215.7","223.4","6.75","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:09:26","215.4","223","6.72","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:09:31","215","222.6","6.77","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:09:36","214.8","222.5","6.76","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:09:41","215.1","222.8","6.76","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:09:46","214.7","222.4","6.79","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:09:51","214.4","222","6.82","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:09:56","214.3","221.9","6.82","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:10:01","214.2","221.9","6.77","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:10:06","214.1","221.8","6.77","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:10:11","213.8","221.5","6.79","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:10:16","213.8","221.4","6.82","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:10:21","213.9","221.5","6.82","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:10:26","213.7","221.3","6.84","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:10:31","213.7","221.3","6.82","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:10:36","213.5","221","6.85","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:10:41","213.6","221.1","6.86","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:10:46","213.3","220.8","6.91","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:10:51","213.1","220.7","6.92","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:10:56","213.2","220.8","6.87","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:11:01","213.1","220.7","6.83","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:11:06","212.9","220.4","6.84","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:11:11","212.9","220.4","6.89","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:11:16","212.7","220.2","6.94","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:11:21","212.7","220.3","6.94","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:11:26","212.7","220.2","6.89","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:11:31","212.3","219.8","6.87","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:11:36","211.9","219.4","6.84","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:11:41","211.8","219.4","6.82","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:11:46","211.8","219.3","6.83","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:11:51","212","219.5","6.82","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:11:56","211.7","219.2","6.85","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:12:01","211.4","218.9","6.89","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:12:06","211.2","218.7","6.88","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:12:11","211.2","218.8","6.84","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:12:16","210.8","218.3","6.81","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:12:21","210.7","218.2","6.8","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:12:26","210.5","218","6.76","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:12:31","210.5","217.9","6.75","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:12:36","210.1","217.6","6.79","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:12:41","210.1","217.5","6.84","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:12:46","210","217.4","6.87","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:12:51","209.8","217.2","6.91","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:12:56","209.4","216.9","6.9","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:13:01","209.5","217","6.87","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:13:06","209.3","216.8","6.85","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:13:11","209.3","216.7","6.84","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:13:16","209.3","216.8","6.84","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:13:21","208.9","216.4","6.87","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:13:26","209","216.4","6.86","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:13:31","209","216.4","6.82","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:13:36","208.7","216.1","6.8","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:13:41","208.5","215.8","6.84","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:13:46","208.3","215.8","6.87","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:13:51","208.2","215.5","6.89","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:13:56","207.9","215.3","6.89","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:14:01","208","215.5","6.84","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:14:06","207.8","215.2","6.83","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:14:11","207.4","214.8","6.88","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:14:16","207.4","214.7","6.92","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:14:21","207.7","215.1","6.9","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:14:26","207.4","214.7","6.86","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:14:31","207.1","214.4","6.85","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:14:36","206.9","214.3","6.82","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:14:41","206.8","214.2","6.78","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:14:46","206.7","214","6.73","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:14:51","206.5","213.9","6.71","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:14:56","206.6","214","6.74","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:15:01","206.5","213.9","6.72","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:15:06","206.1","213.4","6.75","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:15:11","205.9","213.2","6.79","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:15:16","205.6","213","6.84","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:15:21","205.4","212.7","6.82","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:15:26","205.4","212.8","6.79","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:15:31","205.7","213","6.78","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:15:36","205.7","213.1","6.85","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:15:41","205.2","212.4","6.88","6.88","23.2","","LYON","LYON","STD"
"9/30/2017 12:15:46","205","212.2","6.88","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:15:51","204.8","212.1","6.84","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:15:56","204.8","212.1","6.81","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:16:01","205.1","212.4","6.86","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:16:06","204.9","212.1","6.86","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:16:11","204.5","211.7","6.85","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:16:16","204.5","211.8","6.84","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:16:21","204.6","211.9","6.81","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:16:26","204.2","211.4","6.83","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:16:31","204","211.2","6.85","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:16:36","203.8","211","6.86","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:16:41","203.8","211.1","6.84","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:16:46","203.9","211.2","6.84","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:16:51","203.5","210.8","6.88","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:16:56","203.3","210.6","6.91","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:17:01","203.6","210.9","6.92","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:17:06","203.3","210.5","6.93","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:17:11","203.1","210.4","6.9","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:17:16","203","210.3","6.84","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:17:21","202.7","210","6.78","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:17:26","202.4","209.6","6.73","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:17:31","202.3","209.5","6.71","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:17:36","202.3","209.5","6.73","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:17:41","202.5","209.8","6.76","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:17:46","202.2","209.4","6.8","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:17:51","201.8","209","6.84","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:17:56","201.8","209","6.84","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:18:01","201.8","209","6.84","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:18:06","201.5","208.7","6.87","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:18:11","201.3","208.5","6.87","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:18:16","201.3","208.5","6.84","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:18:21","201.4","208.6","6.78","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:18:26","201.3","208.4","6.79","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:18:31","201.2","208.4","6.86","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:18:36","201","208.2","6.85","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:18:41","201","208.2","6.79","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:18:46","200.5","207.6","6.8","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:18:51","200.3","207.5","6.81","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:18:56","200.3","207.5","6.81","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:19:01","200.3","207.5","6.81","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:19:06","200.3","207.4","6.84","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:19:11","199.8","206.9","6.83","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:19:16","199.6","206.7","6.82","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:19:21","199.6","206.7","6.88","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:19:26","199.2","206.4","6.89","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:19:31","199.2","206.3","6.88","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:19:36","198.9","205.9","6.86","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:19:41","198.9","206","6.82","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:19:46","198.8","205.9","6.8","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:19:51","198.7","205.8","6.78","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:19:56","198.7","205.7","6.74","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:20:01","198.3","205.4","6.73","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:20:06","198.5","205.5","6.75","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:20:11","198.4","205.4","6.73","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:20:16","198.1","205.1","6.74","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:20:21","198","205","6.83","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:20:26","197.9","204.9","6.92","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:20:31","197.7","204.8","6.94","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:20:36","197.6","204.7","6.9","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:20:41","197.3","204.4","6.87","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:20:46","197.6","204.6","6.82","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:20:51","197.4","204.5","6.82","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:20:56","197.3","204.4","6.81","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:21:01","197.9","204.9","6.82","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:21:06","197.3","204.3","6.85","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:21:11","196.8","203.8","6.86","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:21:16","197","204","6.86","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:21:21","196.9","203.9","6.89","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:21:26","196.5","203.5","6.94","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:21:31","196.7","203.7","6.95","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:21:36","196.4","203.4","6.94","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:21:41","196.2","203.2","6.89","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:21:46","196.3","203.3","6.84","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:21:51","196.1","203","6.83","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:21:56","195.9","202.9","6.82","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:22:01","196","202.9","6.78","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:22:06","196.2","203.1","6.75","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:22:11","195.9","202.9","6.76","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:22:16","195.9","202.8","6.82","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:22:21","195.5","202.4","6.87","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:22:26","195.8","202.8","6.91","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:22:31","196","202.9","6.93","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:22:36","195.8","202.7","6.94","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:22:41","195.3","202.3","6.94","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:22:46","195.1","202.1","6.91","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:22:51","195","201.9","6.87","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:22:56","194.7","201.6","6.86","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:23:01","194.5","201.4","6.8","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:23:06","194.6","201.5","6.74","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:23:11","194.4","201.2","6.68","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:23:16","194.2","201.1","6.64","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:23:21","194","200.9","6.68","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:23:26","193.9","200.7","6.72","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:23:31","193.8","200.6","6.72","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:23:36","193.7","200.5","6.69","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:23:41","193.7","200.6","6.69","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:23:46","193.8","200.7","6.75","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:23:51","193.6","200.5","6.82","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:23:56","193.3","200.1","6.86","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:24:01","193.2","200","6.87","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:24:06","193.2","200","6.82","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:24:11","193","199.8","6.77","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:24:16","193.1","200","6.74","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:24:21","193.3","200.1","6.72","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:24:26","192.9","199.7","6.73","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:24:31","192.8","199.6","6.76","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:24:36","192.6","199.4","6.72","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:24:41","192.3","199.1","6.67","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:24:46","192.2","199","6.71","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:24:51","192","198.8","6.71","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:24:56","192.1","198.9","6.72","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:25:01","192.2","199","6.73","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:25:06","192.1","198.9","6.72","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:25:11","192","198.8","6.71","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:25:16","192.2","198.9","6.77","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:25:21","192.2","199","6.84","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:25:26","192.3","199","6.94","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:25:31","191.8","198.6","6.93","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:25:36","191.6","198.4","6.85","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:25:41","191.7","198.5","6.75","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:25:46","191.7","198.5","6.75","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:25:51","191.5","198.3","6.8","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:25:56","191.4","198.2","6.85","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:26:01","191.6","198.4","6.82","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:26:06","191.5","198.2","6.76","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:26:11","191.2","197.9","6.71","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:26:16","191.1","197.8","6.68","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:26:21","190.9","197.7","6.72","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:26:26","191","197.7","6.74","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:26:31","191.1","197.9","6.72","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:26:36","191","197.8","6.68","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:26:41","190.8","197.6","6.7","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:26:46","190.6","197.4","6.71","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:26:51","190.4","197.2","6.71","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:26:56","190.5","197.2","6.73","6.89","23.2","","LYON","LYON","STD"
"9/30/2017 12:27:01","190.4","197.2","6.73","6.89","23.2","","LYON","LYON","STD"
