"Timestamp","Conductivity (uS/cm)","Specific Conductance (uS/cm)","Temperature (C)","Comment","Site","Folder","Unit ID"
"10/26/2016 14:56:24","124.4","132.4","21.8","","LYON","LYON","STD"
"10/26/2016 14:56:26","124.4","132.4","21.8","","LYON","LYON","STD"
"10/26/2016 14:56:27","124.4","132.4","21.8","","LYON","LYON","STD"
"10/26/2016 14:56:28","124.4","132.4","21.8","","LYON","LYON","STD"
"10/26/2016 14:56:29","124.4","132.4","21.8","","LYON","LYON","STD"
"10/26/2016 14:56:30","124.3","132.3","21.8","","LYON","LYON","STD"
"10/26/2016 14:56:31","124.4","132.4","21.8","","LYON","LYON","STD"
"10/26/2016 14:56:32","124.4","132.4","21.8","","LYON","LYON","STD"
"10/26/2016 14:56:34","124.4","132.4","21.8","","LYON","LYON","STD"
"10/26/2016 14:56:35","124.4","132.4","21.8","","LYON","LYON","STD"
"10/26/2016 14:56:36","124.4","132.4","21.8","","LYON","LYON","STD"
"10/26/2016 14:56:37","124.4","132.4","21.8","","LYON","LYON","STD"
"10/26/2016 14:56:38","124.4","132.4","21.8","","LYON","LYON","STD"
"10/26/2016 14:56:39","124.5","132.4","21.8","","LYON","LYON","STD"
"10/26/2016 14:56:40","124.5","132.5","21.8","","LYON","LYON","STD"
"10/26/2016 14:56:41","124.5","132.5","21.8","","LYON","LYON","STD"
"10/26/2016 14:56:42","124.6","132.6","21.8","","LYON","LYON","STD"
"10/26/2016 14:56:44","124.6","132.7","21.8","","LYON","LYON","STD"
"10/26/2016 14:56:45","124.5","132.5","21.8","","LYON","LYON","STD"
"10/26/2016 14:56:46","124.4","132.4","21.8","","LYON","LYON","STD"
"10/26/2016 14:56:47","124.4","132.4","21.8","","LYON","LYON","STD"
"10/26/2016 14:56:48","124.4","132.4","21.8","","LYON","LYON","STD"
"10/26/2016 14:56:49","124.4","132.4","21.8","","LYON","LYON","STD"
"10/26/2016 14:56:50","124.5","132.5","21.8","","LYON","LYON","STD"
"10/26/2016 14:56:52","124.5","132.4","21.8","","LYON","LYON","STD"
"10/26/2016 14:56:53","124.6","132.6","21.8","","LYON","LYON","STD"
"10/26/2016 14:56:54","124.5","132.5","21.8","","LYON","LYON","STD"
"10/26/2016 14:56:55","124.5","132.5","21.8","","LYON","LYON","STD"
"10/26/2016 14:56:56","124.4","132.4","21.8","","LYON","LYON","STD"
"10/26/2016 14:56:57","124.4","132.4","21.8","","LYON","LYON","STD"
"10/26/2016 14:56:59","124.4","132.4","21.8","","LYON","LYON","STD"
"10/26/2016 14:57:00","124.4","132.4","21.8","","LYON","LYON","STD"
"10/26/2016 14:57:01","124.4","132.4","21.8","","LYON","LYON","STD"
"10/26/2016 14:57:02","124.4","132.4","21.8","","LYON","LYON","STD"
"10/26/2016 14:57:03","124.4","132.4","21.8","","LYON","LYON","STD"
"10/26/2016 14:57:04","124.4","132.4","21.8","","LYON","LYON","STD"
"10/26/2016 14:57:05","124.3","132.3","21.8","","LYON","LYON","STD"
"10/26/2016 14:57:06","124.4","132.4","21.8","","LYON","LYON","STD"
"10/26/2016 14:57:08","124.4","132.4","21.8","","LYON","LYON","STD"
"10/26/2016 14:57:09","124.4","132.4","21.8","","LYON","LYON","STD"
"10/26/2016 14:57:10","124.4","132.4","21.8","","LYON","LYON","STD"
"10/26/2016 14:57:11","124.4","132.4","21.8","","LYON","LYON","STD"
"10/26/2016 14:57:12","124.4","132.4","21.8","","LYON","LYON","STD"
"10/26/2016 14:57:13","124.5","132.4","21.8","","LYON","LYON","STD"
"10/26/2016 14:57:14","124.5","132.4","21.8","","LYON","LYON","STD"
"10/26/2016 14:57:15","124.4","132.4","21.8","","LYON","LYON","STD"
"10/26/2016 14:57:16","124.4","132.4","21.8","","LYON","LYON","STD"
"10/26/2016 14:57:17","124.4","132.4","21.8","","LYON","LYON","STD"
"10/26/2016 14:57:22","124.4","132.4","21.8","","LYON","LYON","STD"
"10/26/2016 14:57:23","124.4","132.4","21.8","","LYON","LYON","STD"
"10/26/2016 14:57:24","124.4","132.4","21.8","","LYON","LYON","STD"
"10/26/2016 14:57:26","124.4","132.4","21.8","","LYON","LYON","STD"
"10/26/2016 14:57:27","124.4","132.4","21.8","","LYON","LYON","STD"
"10/26/2016 14:57:28","124.4","132.4","21.8","","LYON","LYON","STD"
"10/26/2016 14:57:29","124.4","132.4","21.8","","LYON","LYON","STD"
"10/26/2016 14:57:31","124.4","132.4","21.8","","LYON","LYON","STD"
"10/26/2016 14:57:32","124.3","132.3","21.8","","LYON","LYON","STD"
