"Timestamp","Barometer (kPA)","Conductivity (uS/cm)","Specific Conductance (uS/cm)","Dissolved Oxygen (%)","pH_1 (Units)","Temperature (C)","Comment","Site","Folder","Unit ID"
"3/2/2018 13:19:56","100.05","91.5","100.7","106.7","7.52","20.2","","LYON","LYON","STD"
"3/2/2018 13:20:02","100.05","91.6","100.7","106","7.5","20.2","","LYON","LYON","STD"
"3/2/2018 13:20:07","100.06","91.5","100.6","105.9","7.49","20.2","","LYON","LYON","STD"
"3/2/2018 13:20:12","100.05","91.4","100.6","105.7","7.49","20.2","","LYON","LYON","STD"
"3/2/2018 13:20:17","100.05","91.5","100.7","105.5","7.49","20.2","","LYON","LYON","STD"
"3/2/2018 13:20:22","100.05","91.6","100.7","105.2","7.48","20.2","","LYON","LYON","STD"
"3/2/2018 13:20:27","100.05","91.5","100.7","105.9","7.47","20.2","","LYON","LYON","STD"
"3/2/2018 13:20:32","100.06","91.6","100.7","105.5","7.46","20.2","","LYON","LYON","STD"
"3/2/2018 13:20:37","100.06","91.5","100.6","105.7","7.45","20.2","","LYON","LYON","STD"
"3/2/2018 13:20:42","100.06","91.4","100.5","105.4","7.44","20.2","","LYON","LYON","STD"
"3/2/2018 13:20:47","100.05","91.4","100.6","105.4","7.44","20.2","","LYON","LYON","STD"
"3/2/2018 13:20:52","100.05","91.3","100.5","105.1","7.43","20.2","","LYON","LYON","STD"
"3/2/2018 13:20:57","100.05","91.4","100.6","105.1","7.42","20.2","","LYON","LYON","STD"
"3/2/2018 13:21:02","100.05","91.5","100.7","105","7.42","20.2","","LYON","LYON","STD"
"3/2/2018 13:21:07","100.06","91.5","100.6","104.7","7.41","20.2","","LYON","LYON","STD"
"3/2/2018 13:21:12","100.05","91.4","100.6","105","7.4","20.2","","LYON","LYON","STD"
"3/2/2018 13:21:17","100.05","91.5","100.6","105","7.39","20.2","","LYON","LYON","STD"
"3/2/2018 13:21:22","100.05","91.5","100.6","105.2","7.39","20.2","","LYON","LYON","STD"
"3/2/2018 13:21:27","100.05","91.5","100.7","105","7.39","20.2","","LYON","LYON","STD"
"3/2/2018 13:21:32","100.06","91.3","100.5","105.1","7.38","20.2","","LYON","LYON","STD"
"3/2/2018 13:21:37","100.05","91.3","100.5","104.7","7.37","20.2","","LYON","LYON","STD"
"3/2/2018 13:21:42","100.05","91.5","100.7","105","7.36","20.2","","LYON","LYON","STD"
"3/2/2018 13:21:47","100.05","91.4","100.5","104.9","7.36","20.2","","LYON","LYON","STD"
"3/2/2018 13:21:52","100.06","91.4","100.5","105","7.35","20.2","","LYON","LYON","STD"
"3/2/2018 13:21:57","100.05","91.3","100.5","105.2","7.34","20.2","","LYON","LYON","STD"
"3/2/2018 13:22:02","100.06","91.3","100.5","104.9","7.34","20.2","","LYON","LYON","STD"
"3/2/2018 13:22:07","100.06","91.3","100.5","104.7","7.34","20.2","","LYON","LYON","STD"
