"Timestamp","Conductivity (uS/cm)","Specific Conductance (uS/cm)","Dissolved Oxygen (%)","pH_1 (Units)","Temperature (C)","Comment","Site","Folder","Unit ID"
"12/29/2017 10:53:26","103.1","112.8","94.5","7.38","20.5","","LYON","LYON","STD"
"12/29/2017 10:53:31","103","112.8","94.5","7.37","20.5","","LYON","LYON","STD"
"12/29/2017 10:53:36","103.1","112.8","93.9","7.37","20.5","","LYON","LYON","STD"
"12/29/2017 10:53:41","103.1","112.9","94.2","7.37","20.5","","LYON","LYON","STD"
"12/29/2017 10:53:46","103.1","112.9","94.5","7.36","20.5","","LYON","LYON","STD"
"12/29/2017 10:53:51","103.1","112.8","93.6","7.36","20.5","","LYON","LYON","STD"
"12/29/2017 10:53:56","103.1","112.8","94.1","7.36","20.5","","LYON","LYON","STD"
"12/29/2017 10:54:01","103.2","113","94.4","7.36","20.5","","LYON","LYON","STD"
"12/29/2017 10:54:06","103","112.8","94.6","7.35","20.5","","LYON","LYON","STD"
"12/29/2017 10:54:11","103.1","112.9","93.6","7.35","20.5","","LYON","LYON","STD"
"12/29/2017 10:54:16","103.2","112.9","94.1","7.35","20.5","","LYON","LYON","STD"
"12/29/2017 10:54:21","103.1","112.9","94.5","7.36","20.5","","LYON","LYON","STD"
"12/29/2017 10:54:26","103.1","112.9","94.7","7.36","20.5","","LYON","LYON","STD"
"12/29/2017 10:54:31","103.1","112.8","94.8","7.35","20.5","","LYON","LYON","STD"
"12/29/2017 10:54:36","103.2","113","94.4","7.35","20.5","","LYON","LYON","STD"
"12/29/2017 10:54:41","103.1","112.9","93.9","7.34","20.5","","LYON","LYON","STD"
"12/29/2017 10:54:46","103.1","112.9","94.1","7.34","20.5","","LYON","LYON","STD"
"12/29/2017 10:54:51","103.2","112.9","94.5","7.34","20.5","","LYON","LYON","STD"
"12/29/2017 10:54:56","103.1","112.9","94.2","7.33","20.5","","LYON","LYON","STD"
"12/29/2017 10:55:01","103.1","112.9","94.3","7.33","20.5","","LYON","LYON","STD"
"12/29/2017 10:55:06","103.2","112.9","94.7","7.32","20.5","","LYON","LYON","STD"
"12/29/2017 10:55:11","103.1","112.9","94.6","7.32","20.5","","LYON","LYON","STD"
"12/29/2017 10:55:16","103.1","112.9","94.6","7.31","20.5","","LYON","LYON","STD"
"12/29/2017 10:55:21","103.2","112.9","94.2","7.31","20.5","","LYON","LYON","STD"
"12/29/2017 10:55:26","103.2","113","95.3","7.32","20.5","","LYON","LYON","STD"
"12/29/2017 10:55:31","103.1","112.9","94.6","7.31","20.5","","LYON","LYON","STD"
"12/29/2017 10:55:36","103.1","112.9","94.5","7.31","20.5","","LYON","LYON","STD"
"12/29/2017 10:55:41","103.1","112.9","94.9","7.31","20.5","","LYON","LYON","STD"
"12/29/2017 10:55:46","103.2","113","94.4","7.31","20.5","","LYON","LYON","STD"
"12/29/2017 10:55:51","103.1","112.9","93.4","7.31","20.5","","LYON","LYON","STD"
